,Track name,Artist name,Track uri,Popularity,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration(ms),Key,Track type,sentiment,sentiment score
10259,Shots,Imagine Dragons,spotify:track:0FQA22KGLQdDesHAJtrEEE,51,0.552,0.76,-6.861,0.0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333.0,11.0,Decades,Positive,93.26
10260,Shots - Broiler Remix,Imagine Dragons,spotify:track:0fsEFwLSJTSHSawhe864Cp,67,0.735,0.784,-7.128,0.0,0.0332,0.449,0.154,0.105,0.582,120.012,191000.0,11.0,Decades,Negative,63.22
10261,Shottas (Lala),Moneybagg Yo,spotify:track:2Ox2c1WEJDeQCHTXPE3YKM,74,0.925,0.463,-9.309,0.0,0.454,0.0681,0.0,0.101,0.961,133.061,122729.0,6.0,Pop,Positive,88.09
10262,Should Have Known Better,Sufjan Stevens,spotify:track:5I6y1KWmUoV5YCaIEcs1qs,65,0.571,0.172,-20.7,1.0,0.0318,0.979,0.275,0.124,0.297,90.972,307698.0,7.0,"Indie, Decades",Negative,80.21000000000001
10263,Shoulda Coulda,Budjerah,spotify:track:16gwQCz3zlj6u9NOMDB9wI,45,0.559,0.477,-7.872,0.0,0.0387,0.815,6.12e-06,0.138,0.341,84.963,176060.0,6.0,RADAR,None,0.0
10264,Show Your Love,BTOB 4U,spotify:track:1VG2YcjPA6XQtiJOoCx9zu,51,0.745,0.827,-2.247,1.0,0.0779,0.0938,0.0,0.104,0.751,93.023,191000.0,6.0,K-pop,Positive,96.89999999999999
10265,Shravan Aala Ga Vani,Asha Bhosle,spotify:track:36HJ0sAlLEclHqb93PpnU1,0,0.404,0.422,-14.201,0.0,0.0774,0.987,0.89,0.796,0.717,96.872,199853.0,7.0,Indian classical,Neutral,0.0
10266,Shravanmasi,Swapnil Bandodkar,spotify:track:15OQHAofBdSfXvHkydioXP,22,0.355,0.357,-15.872,1.0,0.146,0.79,0.0,0.117,0.467,53.761,298125.0,3.0,Marathi,Neutral,0.0
10267,Shree Durga Chalisa,Anuradha Paudwal,spotify:track:6BufHx5yFQf2KRedlCIGOV,44,0.588,0.604,-6.754,1.0,0.0485,0.358,0.0,0.543,0.699,154.282,497567.0,9.0,Devotional,Neutral,0.0
10268,Shree Ganesh Stotra,Shankar Mahadevan,spotify:track:2rNjzJPXkOMmBjiJjfV27X,19,0.482,0.549,-7.757,1.0,0.0681,0.408,0.0,0.32,0.857,169.578,284398.0,6.0,Devotional,Neutral,0.0
10269,Shree Ganeshay Dheemahi,Ajay-Atul,spotify:track:7sRyejjZ7Ebkgo1sy6Gmfj,39,0.61,0.293,-15.063,0.0,0.0331,0.728,0.0,0.102,0.512,139.832,407707.0,6.0,"Marathi, Indian classical, Devotional",Neutral,0.0
10270,Shree Ganeshay Dheemahi,Shankar Mahadevan,spotify:track:2w8gfS0KmrNNwcqhKGmefN,36,0.609,0.285,-15.423,0.0,0.0345,0.717,0.0,0.11,0.531,139.898,407902.0,6.0,Devotional,Neutral,0.0
10271,Shree Hari Stotram,G Gayathri Devi,spotify:track:10l4SsVTzGMO8C0gHo27iV,36,0.821,0.453,-10.074,0.0,0.0608,0.231,0.0,0.135,0.633,127.98,278727.0,2.0,Devotional,Neutral,0.0
10272,Shree Krishna Govind,Sudakshina Dikshit,spotify:track:79e0CfMWvxxsWwVzGGC3r6,0,0.329,0.639,-8.638,1.0,0.0647,0.417,0.0,0.119,0.578,91.062,320667.0,9.0,Devotional,None,0.0
10273,Shree Ranganaadhanukku,Deva,spotify:track:6BWp7UpsgelXKGZLXmcMw5,14,0.505,0.909,-7.699,1.0,0.119,0.419,0.000846,0.54,0.653,103.127,311867.0,11.0,Devotional,None,0.0
10274,Shree Saraswati Amritwani,Anuradha Paudwal,spotify:track:43S7YXJm5YB8nvFH2YgYyr,20,0.611,0.56,-7.48,0.0,0.0815,0.803,0.0,0.0241,0.889,145.315,2938813.0,6.0,Devotional,None,0.0
10275,Shree Siddhivinayak Mantra And Aarti,Amitabh Bachchan,spotify:track:6pkibLdxlopMUd8E7wnMpW,34,0.444,0.685,-5.298,1.0,0.0426,0.677,0.0,0.109,0.46,105.107,414993.0,1.0,Devotional,Neutral,0.0
10276,Shri Ganesh Mahamantra,Payal Dev,spotify:track:34CYDKfDmeQjhj9HE6hwrd,28,0.783,0.504,-6.501,1.0,0.0376,0.655,3.12e-06,0.0723,0.585,139.966,836571.0,2.0,Devotional,None,0.0
10277,Shri Hari Sharanaashtaka,Stephen Devassy,spotify:track:7lgQzIpiZOTnFpoe1uXO1q,15,0.732,0.708,-6.801,1.0,0.0332,0.587,0.000677,0.0773,0.617,119.967,419030.0,2.0,Devotional,None,0.0
10278,Shri Harkrishan Dheaiye,Bhai Dalbir Singh Ji,spotify:track:3jF6jy6d5UgPV6Tdi2dYux,10,0.208,0.314,-8.04,0.0,0.0378,0.888,1.24e-05,0.148,0.0439,71.35,173927.0,3.0,Devotional,None,0.0
10279,Shri Krishna Govind Hare Murari,Jubin Nautiyal,spotify:track:58SIEtTjWErr0yEXVBKxvd,49,0.59,0.632,-7.996,1.0,0.0376,0.301,0.0,0.169,0.345,110.0,153003.0,7.0,Devotional,Neutral,0.0
10280,Shri Krishna Govind Hare Murari,Mame Khan,spotify:track:2LvvNsJKCyB14ORqYcSUSF,41,0.451,0.539,-7.775,1.0,0.0474,0.856,0.000179,0.117,0.532,84.421,403412.0,11.0,Devotional,None,0.0
10281,Shri Krishna Govind Hare Murari,Ravindra Jain,spotify:track:1iN9DRWNf8pGKnF3vdle19,39,0.421,0.79,-3.633,1.0,0.0752,0.551,0.0,0.0618,0.704,184.132,533107.0,6.0,Devotional,Neutral,0.0
10282,Shri Krishna Hari - Based on Raag Bihaag,Devaki Pandit,spotify:track:5xTlgoF8hOfjAgQzKHBR71,20,0.706,0.37,-9.272,1.0,0.0367,0.901,5.54e-06,0.135,0.364,127.883,435147.0,9.0,Devotional,None,0.0
10283,Shri Krishna Sharanam Mama,Jagjit Singh,spotify:track:7inhQv9gwmEvO9tGYVsH9s,22,0.564,0.395,-13.106,1.0,0.0295,0.428,1.25e-06,0.0886,0.565,82.91,645583.0,7.0,Devotional,Neutral,0.0
10284,Shri Maha Laxmi Chalisa,Chetna,spotify:track:30cgDQSyO40OtqifYwJAdY,19,0.651,0.555,-6.19,1.0,0.0468,0.839,0.0,0.099,0.628,98.406,505024.0,4.0,Devotional,None,0.0
10285,Shri Mahalakshmi Gayatri,Suresh Wadkar,spotify:track:2rkGPgRn9c2cDqiw5K2bcq,25,0.681,0.586,-7.024,1.0,0.0289,0.57,2.85e-05,0.0808,0.645,120.171,315707.0,6.0,Devotional,None,0.0
10286,Shri Ram Chandra Kripalu Bhajman - Shri Ram Stuti,Malini Awasthi,spotify:track:1LbKeGIi1T9y227Q8YumnA,25,0.528,0.672,-4.084,1.0,0.0301,0.361,0.0,0.198,0.233,132.066,465000.0,5.0,Devotional,None,0.0
10287,Shri Ram Jai Ram (Dhun),Hariharan,spotify:track:4g3vp9FkNf7qIRlqAdo2XH,25,0.436,0.473,-10.661,1.0,0.0293,0.893,7.75e-06,0.233,0.552,75.141,2738495.0,2.0,Devotional,None,0.0
10288,Shri Ram Ki Mahima,Kshitij Tarey,spotify:track:20btJsGuq9FdDYVlrXkljP,24,0.712,0.668,-6.188,1.0,0.042,0.638,0.0,0.111,0.878,92.11,300978.0,3.0,Devotional,None,0.0
10289,Shri Ramchandra Kripalu,Uthara Unnikrishnan,spotify:track:2Cu0uRK8x8uwlrzqBftJg6,14,0.418,0.369,-10.706,1.0,0.0306,0.618,5.11e-06,0.0722,0.535,160.087,412792.0,9.0,Devotional,None,0.0
10290,Shri Ramchandra Kripalu Bhajuman,Anup Jalota,spotify:track:3daj4xqQWMaGNYIbkKJlSS,20,0.641,0.435,-12.818,1.0,0.0376,0.54,2.43e-06,0.111,0.792,149.979,319007.0,6.0,Devotional,Neutral,0.0
10291,Shri Ranjani- Play of Consciousness,Music for Deep Meditation,spotify:track:38W6cHZcyVGXRJxkBKEtCM,24,0.432,0.118,-18.418,1.0,0.0343,0.988,0.432,0.101,0.172,93.896,466048.0,9.0,Indian classical,Neutral,0.0
10292,Shri Shankaraya Namo Namah,Shankar Mahadevan,spotify:track:75NjNUPfH5kGMi9aMLHjsT,15,0.622,0.474,-10.147,1.0,0.0241,0.589,0.000899,0.11,0.319,109.966,496293.0,3.0,Devotional,None,0.0
10293,"Shriman Narayan (Traditional Dhun) [From ""Shriman Narayan (Traditional Dhun)""]",Suresh Wadkar,spotify:track:2clhPiOBt8vqzGCpTnACG4,12,0.395,0.781,-3.928,1.0,0.0357,0.144,0.0,0.139,0.731,102.246,3201973.0,5.0,Devotional,None,0.0
10294,Shringara,Jatayu,spotify:track:5YuWruaTku7PQja3aiKEoG,0,0.528,0.783,-6.504,0.0,0.0497,0.3,0.74,0.0658,0.713,114.925,325762.0,4.0,"Indie, Instrumental",Neutral,0.0
10295,Shubhaarambh,Amit Trivedi,spotify:track:6qGCJLF0V7SuHTOOGUcDsv,52,0.484,0.551,-6.6,1.0,0.0505,0.208,0.0,0.117,0.571,115.163,234093.0,10.0,Bollywood,Neutral,0.0
10296,Shukran Allah,Salim–Sulaiman,spotify:track:3nKEiJUeaWn8q2O9I1xwlB,59,0.432,0.695,-8.022,1.0,0.111,0.732,0.0014,0.274,0.513,116.153,290053.0,1.0,"Bollywood, Romance",Neutral,0.0
10297,Shuru,Badshah,spotify:track:1uMM1Swbs7Pb6i3eZMRnI5,41,0.822,0.664,-8.695,1.0,0.0745,0.949,0.00867,0.0953,0.366,113.981,123684.0,0.0,Bollywood,Negative,22.63
10298,Shut Up and Dance - Live Acoustic - 2015,WALK THE MOON,spotify:track:3Xzog9enTvbsc0G7G9M58D,61,0.82,0.615,-4.548,1.0,0.0466,0.151,0.0,0.204,0.768,129.874,193987.0,0.0,Decades,Negative,70.81
10299,Shy,Emiway Bantai,spotify:track:4oIAC4u2X5yti76y62twzs,47,0.446,0.774,-5.607,1.0,0.131,0.233,0.0,0.249,0.557,88.963,169351.0,8.0,Indie,Positive,26.31
10300,Shy Away,Twenty One Pilots,spotify:track:2z0IupRlVRlDN5r2IVqHyN,84,0.588,0.856,-5.242,0.0,0.0316,0.000818,0.0739,0.238,0.635,96.966,175044.0,9.0,Pop,Positive,88.26
10301,Shyam,Karsh Kale,spotify:track:6fH5dUQ9KuVDNxkpYPJZ9v,23,0.554,0.626,-7.793,1.0,0.0324,0.0304,0.00481,0.179,0.0386,111.004,354880.0,7.0,Indian classical,None,0.0
10302,"Shylock (Theme Song) - From ""Shylock""",Gopi Sundar,spotify:track:5Gcr03SHFFE4znNxhkQwCu,23,0.631,0.669,-11.158,0.0,0.096,0.076,0.0,0.167,0.35,159.979,85100.0,0.0,Telugu,None,0.0
10303,Si Me Dices Que Sí (feat. Camilo) - R3HAB Remix,Reik,spotify:track:4qluwGB0E43AJFDcuQwKKV,60,0.745,0.714,-6.143,1.0,0.119,0.0267,0.0,0.114,0.55,102.94,186117.0,11.0,Pop,Negative,95.56
10304,Si tu me tiens,Filpo,spotify:track:4SlM86XvRQOo0e9N2drwHq,30,0.58,0.638,-7.205,0.0,0.0383,0.0596,0.00452,0.0853,0.506,127.042,214692.0,11.0,RADAR,None,0.0
10305,Sibyl,Hushed,spotify:track:5YmjFHheTqiMyhVtBM04lo,46,0.239,0.0623,-26.017,1.0,0.0322,0.935,0.95,0.107,0.15,110.08,243795.0,0.0,Student,Neutral,0.0
10306,Siddanada Pilliar,Prabhakar,spotify:track:1Fwi7wdQmfcAb9f7HWR76M,2,0.835,0.673,-8.765,0.0,0.0398,0.285,0.0,0.227,0.798,108.61,501002.0,5.0,Devotional,None,0.0
10307,Siddhivinayakam: A New Beginning,Mahesh Raghvan,spotify:track:2pGzTsTEfLeZ38hjbGi37m,20,0.558,0.596,-9.943,0.0,0.0607,0.0573,0.0167,0.0776,0.244,169.925,256597.0,1.0,Indian classical,Neutral,0.0
10308,Siddhivinayakama,Lalgudi G.J.R. Krishnan,spotify:track:3A21ImpkBRJONWIjYTk6zV,13,0.485,0.514,-12.837,1.0,0.176,0.911,0.373,0.788,0.826,155.699,578480.0,11.0,"Tamil, Indian classical",None,0.0
10309,Side By Side - Korean Version,THE 8,spotify:track:4FXKLGkXw4v5Kw3pEWCTYV,63,0.808,0.752,-3.618,0.0,0.0693,0.269,0.0,0.108,0.702,96.99,179555.0,8.0,K-pop,Positive,70.96000000000001
10310,Side Piece,BossyX,spotify:track:4LPjsK1EkdgCBPa6adLZ9C,30,0.755,0.511,-9.708,1.0,0.141,0.224,0.0,0.115,0.506,138.045,183745.0,0.0,RADAR,None,0.0
10311,Siento,Vera Pedro,spotify:track:0WFqLLU1eofNctXNVjzuIX,35,0.753,0.515,-8.258,1.0,0.0316,0.722,0.0238,0.153,0.612,125.039,210500.0,4.0,RADAR,Neutral,0.0
10312,Siggesthondi,M. M. Keeravani,spotify:track:1ofjsN8KrUbbpxtgYSCwaI,22,0.932,0.649,-8.348,1.0,0.0651,0.142,0.0114,0.588,0.556,114.859,330318.0,9.0,Telugu,Neutral,0.0
10313,Sight Adippom,Yuvan Shankar Raja,spotify:track:6ZyGo8UYEWIo17ngL9Cgp7,21,0.972,0.854,-8.43,0.0,0.11,0.126,0.000258,0.0202,0.901,116.249,257893.0,10.0,Student,None,0.0
10314,Sign,EXO,spotify:track:2WoZh6Z32L6lEEDu7wxmfT,46,0.637,0.669,-5.289,1.0,0.0732,0.0135,0.0,0.406,0.501,168.117,193853.0,1.0,K-pop,Positive,91.53
10315,Sign of the Times,Harry Styles,spotify:track:5ELRkzdzz0HvGpMDlfZHkV,71,0.518,0.575,-4.616,1.0,0.0302,0.0259,0.0,0.109,0.209,120.019,340707.0,5.0,"Pop, Romance",Negative,73.63
10316,Sign of the Times,Harry Styles,spotify:track:5Ohxk2dO5COHF1krpoPigN,82,0.516,0.595,-4.63,1.0,0.0313,0.0275,0.0,0.109,0.222,119.972,340707.0,5.0,Decades,Negative,73.63
10317,Signal - Jean-Michel Blais Piano Version,CRi,spotify:track:5JCUGvJDcnGzl6Paoo7koR,43,0.405,0.027,-26.8,0.0,0.0396,0.993,0.91,0.0862,0.0783,125.276,269873.0,11.0,Student,None,0.0
10318,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,spotify:track:3M5eeHXgG4VplKNcsBC8Dj,0,0.67,0.619,-10.365,0.0,0.0323,0.0514,0.0,0.0492,0.807,108.826,160500.0,0.0,Decades,Positive,84.84
10319,Signs,Alyssa Baker,spotify:track:4uqLhPGyvyDowBxrdyaIzt,34,0.823,0.772,-6.124,1.0,0.0352,0.223,0.00508,0.159,0.437,116.021,189387.0,7.0,RADAR,None,0.0
10320,Silaka Silaka,Devi Sri Prasad,spotify:track:225flsVWnZLW1jzCOubtK8,44,0.762,0.599,-7.34,1.0,0.05,0.204,0.00687,0.231,0.744,112.023,164867.0,7.0,Telugu,Neutral,0.0
10321,Silakaa,Ram Miriyala,spotify:track:5yb4zc7TRLItAm3qoLGtPx,37,0.599,0.488,-10.996,1.0,0.129,0.291,0.0,0.269,0.871,180.048,246000.0,0.0,Telugu,None,0.0
10322,Silence,Marshmello,spotify:track:7vGuf3Y35N4wmASOKLUVVU,81,0.52,0.761,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823.0,4.0,Decades,Negative,45.03
10323,Silenced By The Night,Keane,spotify:track:0BhGZmaQ1SET53qGkGvwxD,55,0.515,0.809,-5.051,1.0,0.0288,0.00188,9.86e-06,0.0983,0.237,111.985,196467.0,1.0,Decades,Positive,73.50999999999999
10324,Silent Prayer,Celine Hayes,spotify:track:4lDIjqbPmI6RRjSe6D8Foc,65,0.329,0.0381,-25.998,1.0,0.037,0.995,0.952,0.1,0.25,96.429,143250.0,4.0,Student,None,0.0
10325,Silli Hawa Chhoo Gai,Lata Mangeshkar,spotify:track:0yoDrP19ZQV5D9LaSz62vw,13,0.411,0.264,-10.001,1.0,0.0354,0.793,0.000129,0.117,0.489,169.236,336733.0,8.0,Decades,Neutral,0.0
10326,Simba,BRISHAV,spotify:track:14VeckX5PV0RoYgKh1bVOo,0,0.741,0.72,-7.918,0.0,0.356,0.347,0.0,0.0846,0.256,90.099,189333.0,8.0,Punjabi,None,0.0
10327,Simmba Theme 2,Thaman S,spotify:track:2LlAQ7Zk7NlHLCWzf8Cxcy,37,0.631,0.883,-5.478,0.0,0.068,0.329,0.143,0.0999,0.441,75.008,160605.0,1.0,Telugu,Neutral,0.0
10328,Simple Song,The Shins,spotify:track:0S9sCEqXbgDZer7ACyb03K,45,0.546,0.878,-5.137,1.0,0.0525,0.0133,0.0,0.135,0.35,119.945,255400.0,7.0,"Indie, Decades",Positive,87.79
10329,Simply The Best (arr. piano),Music Lab Collective,spotify:track:5kYIZfn2qQbZHokroBDYxB,46,0.29,0.0903,-20.531,1.0,0.049,0.995,0.956,0.15,0.12,172.174,174514.0,5.0,Instrumental,Neutral,0.0
10330,Simran,Bhai Harjinder Singh,spotify:track:3g52JtRZDf7aFgo18bsxFH,40,0.489,0.355,-14.397,1.0,0.0466,0.945,0.413,0.164,0.43,141.405,290031.0,4.0,Devotional,None,0.0
10331,Simrat Naam,Bhai Harjinder Singh,spotify:track:0XZp7iMRmI654OYLPLtaQZ,8,0.57,0.527,-8.513,0.0,0.0269,0.87,0.217,0.209,0.864,108.844,360516.0,3.0,Devotional,None,0.0
10332,Sin,Sidhu Moose Wala,spotify:track:5vwpOLQh2PpIbuJSjHhFwZ,64,0.769,0.832,-5.038,0.0,0.182,0.111,0.0,0.574,0.34,84.981,187765.0,8.0,"At home, Punjabi",None,0.0
10333,Sin Ti,Selene,spotify:track:7JCvJV68BtOAhL2WjD7IYA,34,0.712,0.685,-4.417,0.0,0.147,0.183,0.000153,0.285,0.576,176.067,229303.0,6.0,RADAR,None,0.0
10334,Sinbad The Sailor,Farhan Akhtar,spotify:track:03VTytguq5MS6e3x03y5i1,45,0.592,0.871,-6.073,1.0,0.05,0.415,2.01e-05,0.349,0.526,134.921,387262.0,0.0,Decades,Neutral,0.0
10335,Since Day One,huglord,spotify:track:7p00qzU7Rg9dHYn1dJ9nAr,51,0.759,0.483,-8.674,1.0,0.0616,0.168,0.942,0.301,0.336,79.991,150000.0,7.0,Instrumental,None,0.0
10336,Since U Been Gone - Acoustic Version,Thomas Daniel,spotify:track:4iObEYRE4FLm0D90gmZFef,54,0.538,0.162,-13.31,1.0,0.0299,0.847,0.0,0.114,0.366,94.981,221170.0,5.0,Romance,Positive,97.7
10337,Sincerely Overwhelmed,Orchards,spotify:track:01AwJrXkvQi4thPQbhu82W,0,0.608,0.719,-5.303,0.0,0.0607,0.0183,0.0,0.318,0.513,133.79,207316.0,11.0,RADAR,Positive,97.8
10338,Sindhubhairavi Thillana - Sindhubhairavi - Tala Adi,IndianRaga,spotify:track:69J5bFP0G8tuEa1JqUw1J3,10,0.592,0.775,-7.286,0.0,0.053,0.739,1.87e-05,0.177,0.789,96.087,463125.0,7.0,"Tamil, Indian classical",None,0.0
10339,Sing,Travis,spotify:track:6GGNvvTFhTjYmM72KWrz1E,0,0.334,0.897,-4.989,1.0,0.0435,0.000265,1.22e-05,0.0583,0.298,163.349,228800.0,4.0,Decades,Positive,51.85999999999999
10340,Singaara Velane,Srimadhi Vijaya Gopal,spotify:track:2SHsTwYVVPswHD72BkJEZ7,5,0.424,0.693,-9.307,1.0,0.129,0.62,0.919,0.129,0.497,174.473,273293.0,8.0,Devotional,None,0.0
10341,Singam Dance,Devi Sri Prasad,spotify:track:0n7yzdr3JqpxLZmGItCTBL,20,0.895,0.896,-4.739,0.0,0.0613,0.0328,0.000428,0.0563,0.694,115.969,191804.0,9.0,Telugu,None,0.0
10342,Singappenney,A.R. Rahman,spotify:track:44z3FoAoo7yvn4ZIvvsQIm,47,0.74,0.652,-8.561,1.0,0.074,0.187,1.28e-05,0.115,0.524,140.03,364110.0,9.0,"At home, Tamil",Neutral,0.0
10343,Singara Velanukku,Shakthi Shanmuga Raja,spotify:track:6Wadl3yM90WiTMOOvT5HTL,6,0.585,0.542,-9.846,0.0,0.0567,0.962,0.665,0.264,0.901,104.863,313440.0,6.0,Devotional,None,0.0
10344,Singarala,S. P. Balasubrahmanyam,spotify:track:6D7qZFYHS3L81jcAfEz0ob,39,0.837,0.745,-7.793,0.0,0.0497,0.185,5.87e-06,0.0687,0.83,123.448,328439.0,4.0,Student,Neutral,0.0
10345,Singing Wire,Tom Green,spotify:track:4Zqbylu19hY0WlhEoRiULb,0,0.0879,0.0851,-24.225,1.0,0.0429,0.966,0.974,0.0927,0.0332,86.616,418011.0,0.0,Instrumental,Neutral,0.0
10346,Single Heart,Bella,spotify:track:3WwP3uqSBOUdL35ICAW2Zs,21,0.676,0.785,-3.636,1.0,0.0335,0.484,0.0,0.0953,0.545,124.056,196401.0,1.0,K-pop,Neutral,0.0
10347,"Single Kingulam - From ""A1 Express""",Hiphop Tamizha,spotify:track:7GnqqySAT1HJj6qmOOYGT7,50,0.793,0.78,-5.12,0.0,0.136,0.208,0.0,0.167,0.872,138.058,224469.0,6.0,"At home, Tamil, Telugu",Positive,80.2
10348,Single Pasanga,Hiphop Tamizha,spotify:track:4Xn3xgMPWSMIWuELgWpGbp,54,0.751,0.895,-3.268,0.0,0.205,0.21,0.0,0.0696,0.866,138.046,224458.0,6.0,Tamil,Positive,36.120000000000005
10349,"Single Pasanga - From ""Natpe Thunai""",Hiphop Tamizha,spotify:track:1v0qrCkDBqA0cKHgEqCxzw,49,0.751,0.895,-3.268,0.0,0.205,0.21,0.0,0.0696,0.866,138.046,224458.0,6.0,"At home, Tamil, Romance",Positive,36.120000000000005
10350,Single Superstar,Ben Human,spotify:track:3914dsnL4j9u5yhPMAPbrA,27,0.872,0.683,-9.059,1.0,0.0525,0.16,0.00198,0.0807,0.643,122.01,200656.0,1.0,Indie,Negative,96.43
10351,Singles Anthem - Telugu,Anurag Kulkarni,spotify:track:0GjqrBfz3XscHBeuTqHAup,48,0.896,0.582,-4.773,1.0,0.0933,0.707,0.0,0.0603,0.855,97.966,203265.0,1.0,"At home, Telugu",None,0.0
10352,Singles Anthem - Telugu,Anurag Kulkarni,spotify:track:6OjiOJFa51sGCyBK9qOfFo,52,0.896,0.582,-4.773,1.0,0.0933,0.707,0.0,0.0603,0.855,97.966,203265.0,1.0,"At home, Telugu",None,0.0
10353,Sip Sip,Jasmine Sandlas,spotify:track:3PKEWXIkFwSJnlGdhjivCP,51,0.708,0.904,-4.259,0.0,0.0632,0.1,0.0,0.269,0.96,180.022,216125.0,5.0,Punjabi,Positive,7.720000000000001
10354,"Sip Sip 2.0 (From ""Street Dancer 3D"")",Garry Sandhu,spotify:track:7Jo4yv6Iiwxla5z10lE1L9,55,0.842,0.877,-2.134,0.0,0.177,0.114,0.000225,0.0824,0.506,93.991,219970.0,5.0,Bollywood,Neutral,0.0
10355,Sir Duke,Stevie Wonder,spotify:track:47cyiy9tU9wic4Uq9iGCE2,43,0.493,0.207,-19.461,1.0,0.0457,0.857,0.633,0.0953,0.695,114.175,175380.0,7.0,Instrumental,Positive,22.63
10356,Sir Osthara,Suchitra,spotify:track:2VbhYoAVNbADZEPmbRhw5E,37,0.775,0.738,-7.979,1.0,0.0837,0.258,0.316,0.126,0.748,93.026,231417.0,1.0,Telugu,Neutral,0.0
10357,Sira E Hou,Amrit Maan,spotify:track:31RGhwIcmQg109TxWiHteQ,53,0.747,0.549,-5.137,0.0,0.203,0.331,0.0,0.121,0.787,77.937,200769.0,11.0,"At home, Punjabi, Pop, Romance",Negative,38.18
10358,Sira Galbaat,Goru Anjaan,spotify:track:764ijpo6zDSsUpauTxTUDy,1,0.772,0.846,-4.817,0.0,0.209,0.686,5.56e-05,0.534,0.924,82.827,233928.0,0.0,Punjabi,None,0.0
10359,Siradi Endrale,Malaysia Vasudevan,spotify:track:4xjP0V6lz2cSCCffdgw5ZR,0,0.504,0.492,-6.811,1.0,0.0395,0.82,0.00314,0.147,0.332,144.746,339400.0,9.0,Devotional,None,0.0
10360,Siragugal,Yuvan Shankar Raja,spotify:track:5VnXCd2798p4SQPGab6jTf,51,0.642,0.911,-3.322,0.0,0.156,0.216,0.000148,0.102,0.61,170.015,325930.0,10.0,"At home, Tamil",Neutral,0.0
10361,Sirdi Vaazhum Sayi,P. Susheela,spotify:track:0QulhETbJsP3zsxOIUCd40,3,0.484,0.491,-11.037,0.0,0.0825,0.645,6.52e-05,0.83,0.586,175.479,320853.0,9.0,Devotional,None,0.0
10362,Sirens,Tom Odell,spotify:track:4Qsbh3hrrJLul6FAlNlHQz,47,0.457,0.573,-8.38,1.0,0.0303,0.492,3.59e-05,0.0974,0.206,147.223,220373.0,10.0,Romance,Positive,60.309999999999995
10363,Siri Chandanapu,S. P. Balasubrahmanyam,spotify:track:0zsm6wmeOIAVhdNKilxNES,22,0.726,0.838,-5.658,0.0,0.0518,0.692,5.52e-05,0.101,0.883,139.94,297598.0,2.0,Telugu,None,0.0
10364,Sirikkadhey,Anirudh Ravichander,spotify:track:4NQBqInyE7zvjIiP4j1dmy,51,0.632,0.629,-7.392,1.0,0.0354,0.151,0.00382,0.114,0.456,87.998,245889.0,1.0,Tamil,Neutral,0.0
10365,"Sirikkadhey (From ""Remo"")",Anirudh Ravichander,spotify:track:3PfMPWmWolv0DQJooK1f8A,38,0.632,0.629,-7.392,1.0,0.0354,0.151,0.00382,0.114,0.456,87.998,245889.0,1.0,"At home, Student",Neutral,0.0
10366,Sirikkalam Parakkalam,Benny Dayal,spotify:track:5MbszOoRyTOwOIJEOIZn6v,52,0.703,0.834,-5.491,1.0,0.0508,0.0396,1.32e-06,0.178,0.537,127.944,196026.0,0.0,"At home, Tamil, Student",None,0.0
10367,Sirukki Vaasam,Santhosh Narayanan,spotify:track:3QjFIgGhcrPS4VjkIYOddf,44,0.571,0.544,-6.555,0.0,0.0507,0.502,0.0,0.0617,0.375,129.869,274989.0,1.0,Tamil,Neutral,0.0
10368,Sirulokinche Chinni,S.V.Krishna Reddy,spotify:track:75jGkdvULxjA7c5rBFjIZo,31,0.792,0.521,-11.818,0.0,0.0483,0.848,2.84e-05,0.146,0.898,102.646,296253.0,2.0,"Romance, Decades",Neutral,0.0
10369,Siruponmani Asaiyum,Ilaiyaraaja,spotify:track:6Kov45Llkzzv6jci8DyhHO,32,0.46,0.533,-8.609,0.0,0.065,0.843,0.353,0.356,0.845,159.908,237185.0,0.0,"Tamil, Telugu",None,0.0
10370,Sister,TSHA,spotify:track:2StEq5J2bCq5JiwCKbansz,56,0.63,0.783,-7.35,1.0,0.0313,0.0079,0.779,0.157,0.399,119.981,268829.0,4.0,RADAR,Neutral,0.0
10371,Sit Next to Me,Foster The People,spotify:track:4BdGO1CaObRD4La9l5Zanz,73,0.638,0.738,-4.976,0.0,0.0292,0.117,0.000384,0.689,0.657,97.021,243147.0,6.0,Decades,Positive,53.459999999999994
10372,Sita Kalyanam,Sooriya soe,spotify:track:5x3BXL8zT8GfPAhTVnKSpD,24,0.512,0.489,-11.979,1.0,0.0463,0.91,0.0775,0.118,0.487,150.063,213394.0,5.0,Indie,Neutral,0.0
10373,Sitaare,Nikhil D'Souza,spotify:track:35v9un9C2QUR1kq1MtqGMq,42,0.65,0.275,-9.683,1.0,0.0314,0.696,2.69e-05,0.12,0.22,121.964,236394.0,4.0,Indie,Neutral,0.0
10374,Sitar (Beautiful Mind),Nature Sounds Radio,spotify:track:6KsdKxAGTxmbTvfCb0o9XV,26,0.299,0.0445,-21.771,1.0,0.0316,0.993,0.908,0.115,0.038,133.166,404956.0,8.0,"Instrumental, Student",None,0.0
